RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1723,15624427,AP Thomson,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
1724,15567458,AP Chiazagomekpele,630,France,Male,42,6,0,2,1,0,162697.93,0
1725,15612663,AP Ozuluonye,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
1726,15574915,AP Wright,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
1727,15745143,AP Lung,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
1728,15734527,AP Lombardo,676,Spain,Female,36,4,0,2,1,1,3173.31,0
1729,15675356,AP Leonard,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0
1730,15643860,AP Johnston,637,France,Male,33,0,132255.99,2,0,1,74588.41,0
1731,15643474,AP P'eng,850,France,Male,20,7,0,2,1,0,31288.77,0
1732,15721766,AP Amechi,601,Spain,Female,44,4,0,2,1,0,58561.31,0
1733,15680763,AP Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
1734,15752544,AP Docherty,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
1735,15808882,AP Horton,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0
1736,15727287,AP Vincent,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
1737,15663525,AP Onio,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
1738,15683713,AP Schiavone,769,Spain,Male,39,9,0,1,1,1,47722.79,0
1739,15596450,AP Chandler,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0
1740,15730675,AP Fiorentino,715,France,Male,23,7,139224.92,2,1,0,65057.71,0
1741,15672168,AP Butusov,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
1742,15742674,AP Wang,747,France,Female,25,4,0,2,0,1,42039.67,0
1743,15578639,AP Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
1744,15726124,AP Vinogradova,476,France,Male,40,6,0,1,1,1,22735.45,0
1745,15682569,AP Hughes,850,France,Female,39,7,79259.99,1,0,1,186910.74,0
1746,15773031,AP Ts'ao,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
1747,15765730,AP Bage,584,Spain,Female,59,1,0,1,0,1,130260.11,1
1748,15659522,AP Yudina,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
1749,15568999,AP Naquin,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
1750,15703856,AP Endrizzi,552,France,Male,42,9,133701.07,2,1,0,101069.71,1
1751,15569446,AP Tang,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
1752,15632292,AP Schroeder,541,France,Male,29,7,127504.57,1,0,0,86173.92,0
1753,15724502,AP Swearingen,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
1754,15777675,AP McGregor,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
1755,15802537,AP Onyeorulu,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
1756,15778446,AP Clarke,533,Spain,Female,52,7,0,1,0,1,194113.99,1
1757,15670738,AP Smith,618,France,Male,37,2,168178.21,2,0,1,101273.23,0
1758,15704799,AP Kozlova,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
1759,15645580,AP Nekrasov,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
1760,15757682,AP Olague,584,France,Male,35,9,0,2,1,0,192381.21,0
1761,15701157,AP Holt,521,France,Male,38,5,110641.18,1,0,1,136507.69,1
1762,15796349,AP Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1
1763,15815696,AP Mazzi,758,France,Female,34,1,154139.45,1,1,1,60728.89,0
1764,15602880,AP Niu,717,France,Male,38,7,97459.06,1,0,0,189175.71,0
1765,15636274,AP Graham,611,France,Male,40,1,0,2,1,1,102547.56,0
1766,15770137,AP Millar,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0
1767,15645579,AP Bell,636,France,Female,34,3,0,2,1,1,44756.25,0
1768,15596433,AP Kelly,814,France,Female,48,7,0,2,1,1,132870.15,0
1769,15770561,AP T'an,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0
1770,15684303,AP Davila,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
1771,15690016,AP Willis,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1
1772,15633296,AP Dumetochukwu,600,France,Male,37,1,142663.46,1,0,1,88669.89,0
1773,15756507,AP Giles,656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0
1774,15721339,AP O'Meara,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0
1775,15802292,AP Yao,439,France,Male,28,7,110976.23,2,1,0,138526.96,0
1776,15725700,AP Wallace,549,France,Female,38,8,107283.4,1,0,0,157442.75,0
1777,15674887,AP T'ien,622,France,Male,38,5,0,2,0,0,105295.77,0
1778,15701982,AP Ndubueze,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
1779,15748983,AP Chukwuraenye,657,France,Female,41,5,95858.37,1,1,1,68255.88,0
1780,15673378,AP K'ung,703,France,Male,36,2,0,2,1,0,108790.95,0
1781,15601044,AP Stevenson,802,France,Male,33,8,0,2,1,0,143706.18,0
1782,15771672,AP Marshall,793,Spain,Female,36,0,0,1,0,0,148993.47,0
1783,15642038,AP Hayward,554,France,Female,35,6,117707.18,2,0,0,95277.15,1
1784,15693417,AP Tipton,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0
1785,15607727,AP Gibson,658,France,Male,36,8,174060.46,1,1,1,94925.62,0
1786,15589416,AP Fraser,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0
1787,15603882,AP Fang,711,Spain,Male,37,2,0,2,1,0,83978.86,1
1788,15753585,AP Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1
1789,15725391,AP Morey,439,France,Female,43,8,0,1,0,1,104889.3,0
1790,15773053,AP Todd,763,Spain,Female,37,6,0,2,1,1,149705.25,0
1791,15625677,AP Forbes,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
1792,15776503,AP De Salis,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
1793,15746487,AP Barry,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0
1794,15777958,AP Afamefuna,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
1795,15606877,AP Ibbott,823,France,Male,38,1,0,2,1,0,156603.7,0
1796,15757684,AP Marshall,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
1797,15677209,AP Law,555,France,Male,37,9,124969.13,1,1,0,60194.05,0
1798,15764206,AP Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1
1799,15610482,AP Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53,1
1800,15612812,AP McKay,850,Spain,Female,39,10,0,2,1,1,143030.09,0
1801,15794158,AP Otutodilinna,713,France,Female,59,3,0,2,1,1,62700.08,0
1802,15774967,AP She,452,France,Male,30,7,112935.87,1,1,1,99017.34,0
1803,15779283,AP Pai,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
1804,15707114,AP Kruglov,577,France,Female,26,1,180530.51,1,0,0,123454.62,0
1805,15605299,AP Chin,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
1806,15607417,AP King,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
1807,15683507,AP Hansen,691,France,Male,38,7,0,2,0,0,81617.4,0
1808,15605073,AP Ting,818,France,Female,49,2,0,1,0,1,192298.84,1
1809,15576121,AP Stone,739,France,Male,41,5,0,2,0,0,143882.25,0
1810,15770471,AP McLean,639,France,Female,50,6,115335.32,2,1,1,53130.41,0
1811,15593030,AP Zikoranachidimma,651,France,Female,65,0,0,2,1,1,190454.04,0
1812,15624104,AP Fu,779,France,Female,26,0,0,2,0,1,111906,0
1813,15595257,AP Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
1814,15637167,AP Fallaci,829,France,Male,38,9,0,2,1,0,30529.88,0
1815,15613507,AP Wiley,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0
1816,15583535,AP Chiagoziem,510,France,Male,32,9,103324.78,1,1,1,46127.7,0
1817,15752852,AP Murray,531,France,Male,29,3,114590.58,1,0,0,75585.48,0
1818,15804111,AP Chuang,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
1819,15800553,AP Huang,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
1820,15712355,AP Chukwukere,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
1821,15797425,AP Hsia,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
1822,15621468,AP Lee,630,Spain,Male,35,1,0,2,0,0,186826.22,0
1823,15779426,AP Theus,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0
1824,15711255,AP Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
1825,15770534,AP Parker,798,France,Female,37,4,111723.08,1,1,1,83478.12,0
1826,15678763,AP Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
1827,15573929,AP Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
1828,15740140,AP Tuan,425,Spain,Female,22,7,169649.73,2,0,1,136365,1
1829,15792685,AP Patterson,547,Spain,Female,31,9,0,2,0,0,99294.22,0
1830,15605311,AP Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
1831,15572503,AP Chandler,506,France,Male,37,5,0,2,1,1,127543.81,0
1832,15738255,AP Nash,632,France,Female,36,7,0,2,1,1,52526.65,0
1833,15600746,AP Atkinson,620,France,Male,22,0,0,1,1,0,32589.45,0
1834,15804430,AP Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
1835,15694224,AP Obidimkpa,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0
1836,15583754,AP Terry,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
1837,15802514,AP Spring,767,Spain,Male,31,6,0,2,1,1,195668,0
1838,15619379,AP Mahmood,561,France,Male,56,7,152759,2,1,0,133167.11,1
1839,15758849,AP Campbell,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1
1840,15761410,AP Bellucci,706,France,Male,54,9,117444.51,1,1,1,186238.85,0
1841,15569245,AP Amaechi,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0
1842,15788575,AP Foxall,501,France,Female,34,3,107747.57,1,1,0,9249.36,0
1843,15747258,AP Bentley,745,Spain,Female,35,8,0,2,1,1,116581.1,0
1844,15769382,AP Baird,587,France,Female,36,1,134997.49,2,1,0,44688.08,0
1845,15699670,AP Howard,667,France,Female,48,2,0,2,1,1,148608.39,0
1846,15589112,AP Henry,737,France,Male,36,9,0,1,0,1,188670.9,1
1847,15812374,AP Sopuluchukwu,485,Spain,Female,30,7,0,1,1,0,107067.37,0
1848,15758881,AP Rocher,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1
1849,15685880,AP White,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
1850,15583126,AP Komar,581,Spain,Female,29,8,0,2,1,0,46735.19,0
1851,15587617,AP Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
1852,15633676,AP Loewenthal,799,France,Female,52,4,161209.66,1,1,1,89081.41,0
1853,15573777,AP Aliyeva,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0
1854,15633610,AP Montes,730,France,Female,41,4,167545.32,1,1,0,128246.81,0
1855,15711491,AP Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
1856,15570637,AP Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
1857,15690961,AP McIntosh,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1
1858,15709374,AP T'ao,544,France,Female,29,1,118560.55,1,1,1,164137.36,0
1859,15780782,AP Tyndall,705,France,Male,61,4,0,2,1,1,191313.7,0
1860,15681992,AP Bailey,684,France,Male,34,9,0,2,1,1,65257.57,0
1861,15778226,AP Onyekaozulu,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0
1862,15786888,AP Nwachukwu,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0
1863,15726530,AP Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1
1864,15641219,AP Chin,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0
1865,15805348,AP Bellucci,607,France,Male,45,7,123859.6,1,0,1,113051.57,0
1866,15636608,AP Christmas,760,France,Female,32,7,0,2,1,1,105969.05,0
1867,15632611,AP Moore,559,France,Female,70,9,0,1,1,1,122996.76,0
1868,15740200,AP Genovesi,715,France,Female,33,3,85227.84,1,1,1,68087.15,0
1869,15574983,AP Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,0
1870,15597945,AP Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
1871,15782610,AP Warner,624,Spain,Male,33,6,0,2,0,0,76551.7,0
1872,15735035,AP Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0
1873,15706629,AP Ellis,850,Spain,Female,50,10,0,2,1,1,33741.84,0
1874,15766722,AP Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
1875,15590304,AP Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
1876,15763091,AP Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
1877,15664790,AP Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1
1878,15643666,AP Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1
1879,15641079,AP Scott,648,Spain,Male,35,7,0,2,1,1,78436.36,0
1880,15768131,AP Yeh,579,France,Male,31,9,0,1,0,1,139048,0
1881,15811350,AP Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
1882,15669958,AP Conti,530,Spain,Female,36,2,0,2,1,1,14721.8,0
1883,15707150,AP Holder,831,France,Male,30,2,0,2,0,1,3430.38,0
1884,15670638,AP Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
1885,15713515,AP Ozuluonye,656,France,Male,35,6,0,2,1,0,1485.27,0
1886,15663866,AP De Luca,563,Spain,Male,32,6,0,2,1,1,19720.08,0
1887,15566994,AP Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
1888,15680954,AP Freeman,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0
1889,15663957,AP Pisani,429,France,Male,60,7,0,2,1,1,163691.48,0
1890,15716360,AP Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,0
1891,15797005,AP Lahti,731,France,Male,33,4,0,2,1,1,74945.11,0
1892,15574819,AP Perkins,584,France,Female,37,1,0,2,1,1,180363.56,0
1893,15773523,AP Conway,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
1894,15802522,AP Hayes,488,France,Male,34,3,0,2,1,1,125979.36,0
1895,15783434,AP Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0
1896,15649454,AP Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0
1897,15604624,AP Li Fonti,850,Spain,Female,38,3,0,2,0,1,179360.76,0
1898,15735464,AP Talbot,673,Spain,Female,37,0,0,2,0,0,82351.06,0
1899,15629114,AP Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
1900,15806916,AP Boyle,627,Spain,Female,30,6,0,1,1,1,113408.47,0
1901,15755035,AP Ch'eng,570,France,Female,33,8,0,1,1,1,124641.42,0
1902,15781070,AP Mason,796,Spain,Male,67,5,0,2,0,1,54871.02,0
1903,15622053,AP Bruno,773,Spain,Female,33,10,0,1,1,1,98820.09,0
1904,15705921,AP Smeaton,752,Spain,Male,36,2,0,2,1,1,45570.84,0
1905,15677418,AP Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
1906,15566879,AP Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
1907,15608423,AP Fu,786,France,Female,29,4,0,2,1,0,103372.79,0
1908,15810822,AP O'Toole,620,France,Female,67,3,0,2,1,1,43486.73,0
1909,15627019,AP Ledford,605,Spain,Female,48,6,0,2,1,1,40062.99,0
1910,15773641,AP Iadanza,670,Spain,Female,32,3,0,2,1,0,46175.7,0
1911,15811297,AP Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0
1912,15590642,AP Saunders,595,France,Male,41,9,0,2,1,0,5967.09,0
1913,15576680,AP Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
1914,15750300,AP Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0
1915,15741590,AP Streeter,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0
1916,15769087,AP Shaw,503,Spain,Male,25,7,0,1,0,1,192841.13,0
1917,15812234,AP Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
1918,15699808,AP Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1
1919,15744141,AP Kodilinyechukwu,768,France,Female,28,3,109118.05,2,0,1,50911.41,0
1920,15739894,AP Otitodilichukwu,618,France,Male,56,7,0,1,1,1,142400.27,1
1921,15723756,AP McKenzie,591,France,Female,31,7,0,2,0,1,48778.46,0
1922,15638391,AP Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1
1923,15805673,AP Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1
1924,15629611,AP Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1
1925,15586279,AP Yobachi,667,France,Male,44,8,122277.87,1,1,1,91810.71,0
1926,15757967,AP Fang,804,France,Male,24,3,0,2,1,0,173195.33,0
1927,15716059,AP Pearson,693,France,Male,31,1,0,2,0,1,182270.88,0
1928,15647818,AP Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0
1929,15716645,AP L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
1930,15623827,AP Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0
1931,15627298,AP Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0
1932,15652729,AP Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1
1933,15587029,AP Giordano,655,Spain,Female,56,5,0,2,1,1,41782.7,0
1934,15815596,AP Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0
1935,15584966,AP Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0
1936,15799067,AP Ayers,523,France,Male,39,3,0,2,1,0,6726.53,0
1937,15810493,AP Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
1938,15697915,AP Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0
1939,15594938,AP Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,0
1940,15799746,AP Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0
1941,15659687,AP Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
1942,15645992,AP Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0
1943,15651749,AP King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0
1944,15737301,AP Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0
1945,15687346,AP Humphries,783,Spain,Male,39,9,0,2,1,0,143752.77,0
1946,15607383,AP Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1
1947,15698357,AP Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0
1948,15657848,AP Ch'iu,688,France,Male,52,1,0,2,1,1,172033.57,0
1949,15569223,AP Fleming,680,Spain,Male,35,9,0,2,0,0,143774.06,0
1950,15681598,AP Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0
1951,15615492,AP Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1
1952,15589829,AP Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1
1953,15781920,AP Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0
1954,15675226,AP Chia,623,France,Male,21,10,0,2,0,1,135851.3,0
1955,15600770,AP Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0
1956,15779212,AP Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
1957,15605322,AP Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1
1958,15674958,AP Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1
1959,15737542,AP Tretiakova,645,France,Male,42,6,0,1,0,0,149807.01,0
1960,15780550,AP Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,0
1961,15623683,AP Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0
1962,15668508,AP Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0
1963,15692452,AP Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1
1964,15771175,AP Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0
1965,15738354,AP Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1
1966,15772279,AP MacDonald,612,France,Female,33,9,0,1,0,0,142797.5,1
1967,15638499,AP Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
1968,15598124,AP Ni,559,Spain,Male,25,5,0,2,1,1,163221.22,0
1969,15693504,AP Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0
1970,15671966,AP H?,717,France,Female,36,5,0,2,1,1,145551.6,0
1971,15762304,AP Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,0
1972,15780990,AP Cran,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0
1973,15700210,AP McKay,733,Spain,Female,30,0,83319.28,1,0,0,57769.2,0
1974,15635764,AP P'an,693,France,Male,41,4,0,2,0,0,156381.47,0
1975,15679319,AP Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,0
1976,15591422,AP Golubova,622,France,Female,35,5,0,2,1,0,51112.8,0
1977,15694228,AP Nwankwo,598,Spain,Female,38,6,0,2,0,0,173783.38,0
1978,15585937,AP Johnson,717,Spain,Male,35,1,0,3,0,0,174770.14,1
1979,15792365,AP Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0
1980,15635633,AP Echezonachukwu,644,France,Male,33,8,0,2,1,1,155294.17,0
1981,15775916,AP McElyea,554,France,Female,30,9,0,2,1,1,40320.3,0
1982,15630949,AP Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0
1983,15756716,AP Phillips,667,France,Male,28,6,165798.1,1,1,0,147090.9,0
1984,15587949,AP Palerma,748,Spain,Female,40,4,0,2,1,0,132368.47,0
1985,15737641,AP Morris,531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0
1986,15627912,AP Pavlova,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1
1987,15772637,AP Lu,845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0
1988,15758642,AP Yamamoto,738,France,Male,54,4,0,1,0,1,55725.04,1
1989,15657143,AP Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
1990,15622490,AP Zaitsev,695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0
1991,15775839,AP Cawker,841,Spain,Male,41,1,0,2,0,1,193093.77,0
1992,15570895,AP Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
1993,15748417,AP Gorbunov,613,France,Female,29,6,185709.28,2,1,1,77242.19,0
1994,15787225,AP Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
1995,15666091,AP Rowe,705,France,Female,49,7,0,1,1,0,63405.2,1
1996,15617684,AP Mikkelsen,584,France,Female,44,5,95671.75,2,1,1,106564.88,0
1997,15755714,AP Kovalyov,534,France,Male,62,2,0,2,0,0,42763.12,1
1998,15624817,AP Mbanefo,672,France,Female,34,1,142151.75,2,1,1,168753.34,0
1999,15779533,AP Ts'ai,603,France,Male,43,5,127823.93,1,1,1,19483.35,0
2000,15567435,AP Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0
2001,15613692,AP Lombardi,842,France,Male,58,1,63492.94,1,1,1,83172.19,0
2002,15734347,AP Hamilton,661,France,Female,27,3,0,2,1,1,76889.79,0
2003,15657250,AP Hsia,601,France,Male,74,2,0,2,0,1,51554.58,0
2004,15799386,AP Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39,0
2005,15730006,AP Ugochukwu,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0
2006,15725871,AP West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1
2007,15745579,AP Hughes,687,France,Male,39,7,0,2,1,0,26848.25,0
2008,15727420,AP Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1
2009,15666952,AP Lira,639,France,Male,43,6,99610.92,2,1,0,187296.78,0
2010,15732953,AP Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
2011,15612086,AP Castiglione,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0
2012,15726303,AP Paterson,570,France,Male,32,9,117337.54,2,0,1,62810.91,0
2013,15780160,AP Blair,841,France,Male,74,9,108131.53,1,0,1,60830.38,0
2014,15742274,AP Dellucci,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0
2015,15679060,AP Udinesi,553,France,Male,32,3,116324.53,1,1,0,77304.49,0
2016,15715333,AP Yuan,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
2017,15633648,AP Yuryeva,696,France,Male,28,4,172646.82,1,1,1,116471.43,0
2018,15602965,AP Wilson,728,Spain,Female,37,4,0,1,0,0,4539.38,0
2019,15696739,AP Dean,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0
2020,15756704,AP Ross,706,France,Male,30,3,98415.37,1,1,1,110520.48,0
2021,15565815,AP Kent,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0
2022,15795555,AP Vasiliev,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
2023,15761513,AP Golibe,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0
2024,15731926,AP Chukwukere,601,France,Male,41,1,123971.16,1,0,1,172814.99,0
2025,15633079,AP Fedorova,545,Spain,Female,39,6,0,1,0,0,38410.74,1
2026,15752989,AP Chien,634,France,Male,45,9,0,2,0,0,17622.82,0
2027,15603124,AP Rossi,451,Spain,Female,23,9,0,2,0,1,48021.71,0
2028,15606649,AP Samson,655,France,Female,59,7,0,1,1,0,88958.49,1
2029,15635975,AP Fenton,458,France,Female,39,9,0,2,1,0,116343.09,0
2030,15666079,AP Mackey,520,France,Male,33,4,156297.58,2,1,1,166102.61,0
2031,15746226,AP Payton,624,Spain,Female,28,2,0,2,0,1,104353.26,0
2032,15591393,AP Cowger,765,France,Male,51,3,123372.3,1,1,1,115429.32,0
2033,15658752,AP Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
2034,15679945,AP Pugliesi,665,Spain,Male,41,8,0,2,1,0,132152.32,0
2035,15634298,AP Fantin,709,Germany,Male,34,4,148375.19,2,1,1,21521.38,0
2036,15799861,AP Bentley,583,France,Female,44,8,0,2,1,1,27431.62,0
2037,15756911,AP Freeman,782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
2038,15678182,AP Wong,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1
2039,15710779,AP Onwuamaeze,621,France,Male,47,0,0,1,1,1,133831.37,1
2040,15595867,AP Shen,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0
2041,15626720,AP Huang,547,France,Female,38,5,167539.97,1,0,1,159207.34,0
2042,15709882,AP Yeh,840,France,Female,39,1,94968.97,1,1,0,84487.62,0
2043,15635495,AP Shih,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0
